"statepuma","stab","pumaname","dem12","rep12","dem16","rep16","propR12","propR16","changeinR","changeinpropR"
"1703107","IL","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",144229,128969,151927,132720,0.472071537858989,0.466261720657516,3751,-0.00580981720147256
"1703108","IL","Will County (South)",144229,128969,151927,132720,0.472071537858989,0.466261720657516,3751,-0.00580981720147256
"1703202","IL","DuPage County (Central)--Milton Township",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703203","IL","DuPage County (South Central)--Lisle Township",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703204","IL","DuPage County (Southeast)--Downers Grove Township",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703205","IL","DuPage County (East Central)--York Township",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703207","IL","Dupage County (Northeast)--Addison & Bloomingdale (North) Townships",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703208","IL","DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703209","IL","DuPage County (Southwest)--Naperville & Winfield (South) Townships",199460,195046,228622,166415,0.494405661764333,0.421264337264611,-28631,-0.0731413244997224
"1703306","IL","Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships",153757,129764,171095,109767,0.45768743761485,0.39082182708946,-19997,-0.0668656105253901
"1703307","IL","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",153757,129764,171095,109767,0.45768743761485,0.39082182708946,-19997,-0.0668656105253901
"1703308","IL","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships",153757,129764,171095,109767,0.45768743761485,0.39082182708946,-19997,-0.0668656105253901
"1703309","IL","Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships",153757,129764,171095,109767,0.45768743761485,0.39082182708946,-19997,-0.0668656105253901
"1703310","IL","Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships",153757,129764,171095,109767,0.45768743761485,0.39082182708946,-19997,-0.0668656105253901
"1703401","IL","Cook County (Northwest)--Palatine & Barrington Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703407","IL","Cook County (West Central)--Proviso, Riverside & River Forest Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703408","IL","Cook County (Central)--Cicero, Berwyn & Oak Park Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703409","IL","Cook County (West Central)--Lyons & Stickney Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703410","IL","Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703411","IL","Cook County (South Central)--Worth & Calumet Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703412","IL","Cook County (South Central)--Bremen & Orland (East) Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703413","IL","Cook County (Southeast)--Thornton Township",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703414","IL","Cook County (South)--Bloom & Rich Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703415","IL","Cook County (North)--Wheeling Township (North & East)",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703416","IL","Cook County (Northeast)--Northfield & New Trier Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703417","IL","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703418","IL","Cook County (Northwest)--Schaumburg Township (South & Central)",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703419","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703420","IL","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703421","IL","Cook County (North)--Niles & Evanston Townships",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703422","IL","Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--OHare",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703501","IL","Chicago City (North)--Edgewater, Uptown & Rogers Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703502","IL","Chicago City (North)--Lake View & Lincoln Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703503","IL","Chicago City (North)--West Ridge, Lincoln Square & North Center",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703504","IL","Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703520","IL","Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703521","IL","Chicago City (West)--Austin, Belmont Cragin & Montclare",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703522","IL","Chicago City (Northwest)--Logan Square, Avondale & Hermosa",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703523","IL","Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703524","IL","Chicago City (West)--West Town, Near West Side & Lower West Side",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703525","IL","Chicago City (Central)--Near North Side, Loop & Near South Side",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703526","IL","Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703527","IL","Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703528","IL","Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703529","IL","Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703530","IL","Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703531","IL","Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703532","IL","Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering",1488537,495542,1611946,453287,0.249759208176691,0.219484678000013,-42255,-0.0302745301766779
"1703601","IL","McHenry County (North, West & Central)",59797,71598,60803,71612,0.544906579397998,0.540814862364536,14,-0.00409171703346267
"1703602","IL","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",59797,71598,60803,71612,0.544906579397998,0.540814862364536,14,-0.00409171703346267
"1800101","IN","Lake County (Northwest)--Hammond & East Chicago Cities",130897,68431,116935,75625,0.343308516615829,0.392734732031575,7194,0.0494262154157454
"1800102","IN","Lake County (Northeast)--Gary City & Griffith Town",130897,68431,116935,75625,0.343308516615829,0.392734732031575,7194,0.0494262154157454
"1800103","IN","Lake County (Central)",130897,68431,116935,75625,0.343308516615829,0.392734732031575,7194,0.0494262154157454
"1800104","IN","Lake County (South)",130897,68431,116935,75625,0.343308516615829,0.392734732031575,7194,0.0494262154157454
"1800200","IN","Porter County",37252,34406,33676,38832,0.480141784587904,0.535554697412699,4426,0.0554129128247957
"1800300","IN","LaPorte County",24107,18615,19798,22687,0.435723982959599,0.534000235377192,4072,0.0982762524175927
"1800401","IN","St. Joseph County (North)--South Bend City",56460,52578,52252,52021,0.482198866450228,0.498892330708812,-557,0.0166934642585841
"1800402","IN","St. Joseph County (Outside South Bend City)--Mishawaka City",56460,52578,52252,52021,0.482198866450228,0.498892330708812,-557,0.0166934642585841
"1800500","IN","Elkhart County--Elkhart & Goshen Cities",24399,42378,20740,41867,0.634619704389236,0.668727139137796,-511,0.0341074347485604
"1801001","IN","Allen County (Central)--Fort Wayne City (South)",60036,84613,55382,83930,0.584953922944507,0.602460663833697,-683,0.0175067408891899
"1801002","IN","Allen County (Central)--Fort Wayne City (North)",60036,84613,55382,83930,0.584953922944507,0.602460663833697,-683,0.0175067408891899
"1801003","IN","Allen County (Outside Fort Wayne City)",60036,84613,55382,83930,0.584953922944507,0.602460663833697,-683,0.0175067408891899
"1801200","IN","Tippecanoe County--Lafayette & West Lafayette Cities",26711,28757,27282,30768,0.518443066272445,0.530025839793282,2011,0.0115827735208363
"1801700","IN","Vigo County--Terre Haute City",19712,19369,15931,21937,0.495611678309153,0.57930178514841,2568,0.0836901068392575
"1801802","IN","Hamilton County (Central)--Carmel City & Fishers Town (West)",43796,90747,57263,87404,0.674483250707952,0.604173723102021,-3343,-0.0703095276059316
"1801803","IN","Hamilton County (East)--Noblesville City & Fishers Town (East)",43796,90747,57263,87404,0.674483250707952,0.604173723102021,-3343,-0.0703095276059316
"1801900","IN","Madison County--Anderson City",24407,26769,18595,32376,0.523077223698609,0.635184712875949,5607,0.11210748917734
"1802000","IN","Delaware County--Muncie City",22654,21251,18153,24263,0.484022320920169,0.572024707657488,3012,0.0880023867373191
"1802200","IN","Hendricks County",21112,44312,22600,48337,0.677304964539007,0.681407446043673,4025,0.00410248150466541
"1802301","IN","Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802302","IN","Marion County--Washington Township (South & East)--Indianapolis City (North)",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802303","IN","Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802304","IN","Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802305","IN","Marion County--Center Township--Indianapolis City (Central)",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802306","IN","Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast)",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802307","IN","Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South)",216336,136509,212899,130360,0.386880925052077,0.379771542770911,-6149,-0.00710938228116614
"1802400","IN","Johnson County--Greenwood City",17260,39513,17318,45456,0.695982245081289,0.724121451556377,5943,0.0281392064750883
"1802800","IN","Monroe County--Bloomington City",33436,22481,34216,20592,0.402042312713486,0.375711574952562,-1889,-0.0263307377609244
"1803300","IN","Vanderburgh County--Evansville City",31725,39389,28530,40496,0.553885310909244,0.586677483846667,1107,0.0327921729374222
"1803600","IN","Clark County--Jeffersonville City",20807,25450,18808,30035,0.550186998724517,0.614929467886903,4585,0.0647424691623856
"1900500","IA","Black Hawk County--Waterloo & Cedar Falls Cities",39821,26235,32233,27476,0.39716301320092,0.46016513423437,1241,0.0630021210334496
"1900900","IA","Scott County--Davenport City",50652,38251,40440,39149,0.430255446947797,0.491889582731282,898,0.0616341357834849
"1901000","IA","Linn County--Cedar Rapids City",68581,47622,58935,48390,0.409817302479282,0.450873515024458,768,0.0410562125451765
"1901100","IA","Johnson County--Iowa City",50666,23698,50200,21044,0.318675703297294,0.29537926000786,-2654,-0.0232964432894341
"1901600","IA","Polk County (East)--Ankeny & Altoona Cities",128465,96096,119804,93492,0.427928268933608,0.438320456079814,-2604,0.0103921871462057
"1901700","IA","Des Moines City",128465,96096,119804,93492,0.427928268933608,0.438320456079814,-2604,0.0103921871462057
"2000500","KS","Wyandotte County--Kansas City",34302,15496,30146,15806,0.311177155709065,0.343967618384401,310,0.0327904626753365
"2000601","KS","Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",110526,158401,129852,137490,0.589011144288227,0.514285073052495,-20911,-0.0747260712357323
"2000602","KS","Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities",110526,158401,129852,137490,0.589011144288227,0.514285073052495,-20911,-0.0747260712357323
