"statepuma","stab","pumaname","dem12","rep12","dem16","rep16","propR12","propR16","changeinR","changeinpropR"
"1202103","FL","Collier County (East)",51698,96520,61085,105423,0.651202957805395,0.633140749993994,8903,-0.0180622078114004
"1203101","FL","Duval County (Outer)--Jacksonville City (North & West)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203102","FL","Duval County (Northwest Central)--Jacksonville City (Northwest)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203103","FL","Duval County (North Central)--Jacksonville City (Arlington)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203104","FL","Duval County (East)--Jacksonville City (Beaches)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203105","FL","Duval County (Southeast)--Jacksonville City (Southeast)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203106","FL","Duval County (South Central)--Jacksonville City (Southeast River)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203107","FL","Duval County (Southwest Central)--Jacksonville City (Southwest)",196737,211615,205704,211672,0.518217126400752,0.50714942881239,57,-0.0110676975883625
"1203301","FL","Escambia County (North)",58185,88711,57461,88808,0.603903441890862,0.607155309737538,97,0.00325186784667686
"1203302","FL","Escambia County (South)",58185,88711,57461,88808,0.603903441890862,0.607155309737538,97,0.00325186784667686
"1205301","FL","Hernando County",37830,44938,31795,58970,0.542939300212643,0.649699774142015,14032,0.106760473929372
"1205701","FL","Hillsborough County (Central)--Tampa City (Central)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205702","FL","Hillsborough County (Southwest)--Tampa City (South)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205703","FL","Hillsborough County (Northwest)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205704","FL","Hillsborough County (North Central)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205705","FL","Hillsborough County (North Central)--Tampa City (North)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205706","FL","Hillsborough County (Northeast)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205707","FL","Hillsborough County (Central)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1205708","FL","Hillsborough County (South County)",286467,250186,307896,266870,0.466196965264333,0.464310693395225,16684,-0.00188627186910761
"1206100","FL","Indian River County",27492,43450,29043,48620,0.612472160356347,0.626038139139616,5170,0.0135659787832686
"1206901","FL","Lake County (North)",61799,87643,62838,102188,0.586468328849989,0.619223637487426,14545,0.0327553086374376
"1207101","FL","Lee County (South & West)--Barrier Islands Region",110157,154163,124908,191551,0.583243795399516,0.605294840721863,37388,0.0220510453223471
"1207102","FL","Lee County (Northwest)--Cape Coral City",110157,154163,124908,191551,0.583243795399516,0.605294840721863,37388,0.0220510453223471
"1207103","FL","Lee County (Northeast)--Lehigh Acres & North Fort Myers",110157,154163,124908,191551,0.583243795399516,0.605294840721863,37388,0.0220510453223471
"1207104","FL","Lee County (Central)--Greater Fort Myers City",110157,154163,124908,191551,0.583243795399516,0.605294840721863,37388,0.0220510453223471
"1207105","FL","Lee County (Southeast)--Bonita Springs City & Estero (East)",110157,154163,124908,191551,0.583243795399516,0.605294840721863,37388,0.0220510453223471
"1207300","FL","Leon County (Outer)",90881,55805,92068,53821,0.3804384876539,0.36891746464778,-1984,-0.01152102300612
"1207301","FL","Leon County (Central)--Tallahassee City (Central)",90881,55805,92068,53821,0.3804384876539,0.36891746464778,-1984,-0.01152102300612
"1208101","FL","Manatee County (North)",66503,85627,71224,101944,0.562854137908368,0.588699990760418,16317,0.0258458528520499
"1208102","FL","Manatee County (West Central)",66503,85627,71224,101944,0.562854137908368,0.588699990760418,16317,0.0258458528520499
"1208103","FL","Manatee County (South)",66503,85627,71224,101944,0.562854137908368,0.588699990760418,16317,0.0258458528520499
"1208301","FL","Marion County (North)",66831,93043,62041,107833,0.581977056932334,0.634782250373806,14790,0.0528051934414722
"1208302","FL","Marion County (Central)--Ocala City",66831,93043,62041,107833,0.581977056932334,0.634782250373806,14790,0.0528051934414722
"1208303","FL","Marion County (South Central)",66831,93043,62041,107833,0.581977056932334,0.634782250373806,14790,0.0528051934414722
"1208500","FL","Martin County",30107,48183,30185,53204,0.615442585259931,0.63802180143664,5021,0.0225792161767093
"1208601","FL","Miami-Dade County (North Central)--Greater Miami Lakes Town",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208602","FL","Miami-Dade County (North Central)--Miami Gardens City (North & West)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208603","FL","Miami-Dade County (Northeast)--Greater North Miami Beach City (West)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208604","FL","Miami-Dade County (Northeast)--Aventura City & Surfside Town",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208605","FL","Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208606","FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208607","FL","Miami-Dade County (Northeast)--Hialeah City (North Central)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208608","FL","Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208609","FL","Miami-Dade County (Northeast)--Hialeah City (South Central)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208610","FL","Miami-Dade County (Central)--Miami Springs City & Miami International Airport",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208611","FL","Miami-Dade County (Northeast Central)--Miami City (North)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208612","FL","Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208613","FL","Miami-Dade County (Northeast Central)--Miami City (Downtown)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208614","FL","Miami-Dade County (East)--Miami City (East) & Key Biscayne Village",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208615","FL","Miami-Dade County (East Central)--Miami City (West)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208616","FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208617","FL","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208618","FL","Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208619","FL","Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208620","FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208621","FL","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208622","FL","Miami-Dade County (Southwest)--South Miami Heights",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208623","FL","Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1208624","FL","Miami-Dade County (South)--Homestead City (North) & Florida City (North)",541440,332981,624146,333999,0.380801696208119,0.348589201008198,1018,-0.0322124951999213
"1209100","FL","Okaloosa County",23421,70168,23780,71893,0.749746230860464,0.751445026287458,1725,0.00169879542699403
"1209501","FL","Orange County (Northwest)",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209502","FL","Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209503","FL","Orange County (Southwest)--Disney-International Drive Region",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209504","FL","Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209505","FL","Orange County (Central)--Orlando City (East Downtown) & Azalea Park",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209506","FL","Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209507","FL","Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209508","FL","Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209509","FL","Orange County (Southeast)",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209510","FL","Orange County (Northeast)",273665,188589,329894,195216,0.407976999658197,0.371762106987107,6627,-0.0362148926710891
"1209701","FL","Osceola County (West)",67239,40592,85458,50301,0.376440912168115,0.370516871809604,9709,-0.00592404035851113
"1209702","FL","Osceola County (East)",67239,40592,85458,50301,0.376440912168115,0.370516871809604,9709,-0.00592404035851113
"1209901","FL","Palm Beach County (Northeast)",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209902","FL","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209903","FL","Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209904","FL","Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209905","FL","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209906","FL","Palm Beach County (East Central)--Greater Boynton Beach City (North)",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209907","FL","Palm Beach County (Southeast)--Greater Delray Beach City",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209908","FL","Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209909","FL","Palm Beach County (West of Boca Raton City)",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209910","FL","Palm Beach County (Central)--Wellington Village & Agricultural Reserve",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1209911","FL","Palm Beach County (West)--Glades & Western Communities",349651,247398,374673,272402,0.414367999946403,0.420974384731291,25004,0.00660638478488773
"1210101","FL","Pasco County (East Central)",98263,112427,90142,142101,0.53361336560824,0.611863436142316,29674,0.0782500705340768
"1210102","FL","Pasco County (West Central)",98263,112427,90142,142101,0.53361336560824,0.611863436142316,29674,0.0782500705340768
"1210103","FL","Pasco County (Gulf Coast)",98263,112427,90142,142101,0.53361336560824,0.611863436142316,29674,0.0782500705340768
"1210104","FL","Pasco County (South)",98263,112427,90142,142101,0.53361336560824,0.611863436142316,29674,0.0782500705340768
"1210301","FL","Pinellas County (North)",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210302","FL","Pinellas County (North Central)",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210303","FL","Pinellas County (Central)--Clearwater City (South & Central)",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210304","FL","Pinellas County (Central)--Greater Largo City",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210305","FL","Pinellas County (West Central)--Greater Seminole City",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210306","FL","Pinellas County (Central)--Greater Pinellas Park City",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210307","FL","Pinellas County (Southeast)--St. Petersburg City (East)",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210308","FL","Pinellas County (South Central)--St. Petersburg City (West)",239104,213258,233701,239201,0.471432171579399,0.505815158320329,25943,0.0343829867409297
"1210501","FL","Polk County (Northwest)",114622,131577,117433,157430,0.534433527349827,0.572758064926891,25853,0.0383245375770641
"1210502","FL","Polk County (Northeast)",114622,131577,117433,157430,0.534433527349827,0.572758064926891,25853,0.0383245375770641
"1210503","FL","Polk County (Central)",114622,131577,117433,157430,0.534433527349827,0.572758064926891,25853,0.0383245375770641
"1210504","FL","Polk County (South)",114622,131577,117433,157430,0.534433527349827,0.572758064926891,25853,0.0383245375770641
"1210900","FL","St. Johns County (North)",35190,78513,43099,88684,0.690509485237856,0.672954781724502,10171,-0.0175547035133549
"1211101","FL","St. Lucie County (North)",65869,56202,66881,70289,0.460404191003596,0.51242254137202,14087,0.0520183503684239
"1211102","FL","St. Lucie County (South)",65869,56202,66881,70289,0.460404191003596,0.51242254137202,14087,0.0520183503684239
"1211300","FL","Santa Rosa County",17768,58186,18464,65339,0.766068936461543,0.779673758695989,7153,0.0136048222344469
"1211501","FL","Sarasota County (North)",95119,110504,97870,124438,0.537410698219557,0.559754934595246,13934,0.0223442363756892
"1211502","FL","Sarasota County (Central & Gulf Coast)",95119,110504,97870,124438,0.537410698219557,0.559754934595246,13934,0.0223442363756892
"1211503","FL","Sarasota County (East)",95119,110504,97870,124438,0.537410698219557,0.559754934595246,13934,0.0223442363756892
"1211701","FL","Seminole County (West)",96445,109943,105914,109443,0.532700544605306,0.508193371935902,-500,-0.0245071726694047
"1211702","FL","Seminole County (North Central)",96445,109943,105914,109443,0.532700544605306,0.508193371935902,-500,-0.0245071726694047
"1211703","FL","Seminole County (South Central)",96445,109943,105914,109443,0.532700544605306,0.508193371935902,-500,-0.0245071726694047
"1211704","FL","Seminole County (East)",96445,109943,105914,109443,0.532700544605306,0.508193371935902,-500,-0.0245071726694047
"1212701","FL","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",114748,117490,109091,143007,0.505903426657136,0.567267491213734,25517,0.0613640645565982
"1212702","FL","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",114748,117490,109091,143007,0.505903426657136,0.567267491213734,25517,0.0613640645565982
"1212703","FL","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",114748,117490,109091,143007,0.505903426657136,0.567267491213734,25517,0.0613640645565982
"1212704","FL","Volusia County (Southwest Central)--Deltona & Lake Helen Cities",114748,117490,109091,143007,0.505903426657136,0.567267491213734,25517,0.0613640645565982
"1300401","GA","Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City",60246,47204,62290,45688,0.439311307584923,0.423123228805868,-1516,-0.0161880787790554
"1300402","GA","Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)",60246,47204,62290,45688,0.439311307584923,0.423123228805868,-1516,-0.0161880787790554
"1300600","GA","Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City",17470,21327,15064,21635,0.549707451607083,0.589525600152593,308,0.0398181485455097
"1301001","GA","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1301002","GA","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1301003","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1301004","GA","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1301005","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1301006","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1301008","GA","Atlanta Regional Commission (Central)--DeKalb County (South)",238224,64392,251370,51468,0.212784518994369,0.169952251698928,-12924,-0.042832267295441
"1301400","GA","Middle Georgia Regional Commission (Central)--Bibb County--Macon City",38585,25623,36787,24043,0.399062422128084,0.395249054742726,-1580,-0.00381336738535809
"1302001","GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",238224,64392,251370,51468,0.212784518994369,0.169952251698928,-12924,-0.042832267295441
"1302002","GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",238224,64392,251370,51468,0.212784518994369,0.169952251698928,-12924,-0.042832267295441
"1302003","GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",238224,64392,251370,51468,0.212784518994369,0.169952251698928,-12924,-0.042832267295441
"1302004","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",238224,64392,251370,51468,0.212784518994369,0.169952251698928,-12924,-0.042832267295441
"1302100","GA","Three Rivers Regional Commission (North Central)--Coweta County",15168,39653,16583,42533,0.723317706718228,0.719483726909804,2880,-0.00383397980842393
"1302300","GA","Three Rivers Regional Commission (Northwest)--Carroll County",12688,28280,12464,30029,0.69029486428432,0.706681100416539,1749,0.0163862361322197
"1302400","GA","Atlanta Regional Commission (South Central)--Fayette County",19736,38075,23284,35048,0.658611682897718,0.600836590550641,-3027,-0.0577750923470772
"1302700","GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",7210,19305,7937,21537,0.728078446162549,0.730711813801995,2232,0.00263336763944555
"1302900","GA","Northwest Georgia Regional Commission (East Central)--Bartow County",8396,26876,8212,29911,0.761964164209571,0.784591978595598,3035,0.0226278143860271
"1303001","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",133124,171722,160121,152912,0.563307374871246,0.48848523957538,-18810,-0.0748221352958662
"1303002","GA","Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities",133124,171722,160121,152912,0.563307374871246,0.48848523957538,-18810,-0.0748221352958662
"1303003","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",133124,171722,160121,152912,0.563307374871246,0.48848523957538,-18810,-0.0748221352958662
"1303004","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",133124,171722,160121,152912,0.563307374871246,0.48848523957538,-18810,-0.0748221352958662
"1303005","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)",133124,171722,160121,152912,0.563307374871246,0.48848523957538,-18810,-0.0748221352958662
"1303101","GA","Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities",19841,76514,25231,80649,0.794084375486482,0.761701926709482,4135,-0.0323824487769998
"1303102","GA","Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)",19841,76514,25231,80649,0.794084375486482,0.761701926709482,4135,-0.0323824487769998
"1303300","GA","Georgia Mountains Regional Commission (Southwest)--Forsyth County",14571,65908,23462,69851,0.818946557487046,0.748566652020619,3943,-0.0703799054664275
"1303400","GA","Georgia Mountains Regional Commission (South Central)--Hall County",12999,47481,16180,51733,0.785069444444444,0.761754008805383,4252,-0.0233154356390611
"1303600","GA","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City",25431,13815,29603,12717,0.35201039596392,0.300496219281664,-1098,-0.0515141766822563
"1304000","GA","Central Savannah River Area Regional Commission (East Central)--Richmond County",52560,25845,48814,24461,0.329634589630763,0.333824633230979,-1384,0.0041900436002158
"1304001","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",132509,159855,166153,146989,0.546767043822085,0.469400463687401,-12866,-0.0773665801346842
"1304002","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City",132509,159855,166153,146989,0.546767043822085,0.469400463687401,-12866,-0.0773665801346842
"1304003","GA","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City",132509,159855,166153,146989,0.546767043822085,0.469400463687401,-12866,-0.0773665801346842
"1304004","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)",132509,159855,166153,146989,0.546767043822085,0.469400463687401,-12866,-0.0773665801346842
"1304005","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City",132509,159855,166153,146989,0.546767043822085,0.469400463687401,-12866,-0.0773665801346842
"1304006","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City",132509,159855,166153,146989,0.546767043822085,0.469400463687401,-12866,-0.0773665801346842
"1304100","GA","Central Savannah River Area Regional Commission (East Central)--Columbia County",16451,41765,18887,43085,0.717414456506802,0.695233331181824,1320,-0.0221811253249782
"1304400","GA","Atlanta Regional Commission (Southwest)--Douglas County",28441,26241,31005,24817,0.479883691159797,0.444573823940382,-1424,-0.0353098672194147
"1304500","GA","Northwest Georgia Regional Commission (Southeast)--Paulding County",15825,40846,18025,44662,0.720756648021034,0.712460318726371,3816,-0.00829632929466295
"1304600","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)",255470,137124,297051,117783,0.349276861082951,0.283928029042942,-19341,-0.0653488320400084
"1305001","GA","Atlanta Regional Commission (South Central)--Clayton County (South)",81479,14164,78220,12645,0.148092385224219,0.139162493809498,-1519,-0.00892989141472161
"1305002","GA","Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City",81479,14164,78220,12645,0.148092385224219,0.139162493809498,-1519,-0.00892989141472161
"1306001","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City",43761,46774,50057,45724,0.516639973490915,0.477380691368852,-1050,-0.0392592821220632
"1306002","GA","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City",43761,46774,50057,45724,0.516639973490915,0.477380691368852,-1050,-0.0392592821220632
"1500200","HI","Hawaii County",47224,14753,41259,17501,0.238039918034109,0.29783866575902,2748,0.0597987477249103
"1500301","HI","Honolulu County--Rural Oahu",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500302","HI","Honolulu County--Koolaupoko",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500303","HI","Honolulu County--East Honolulu to Kapahulu",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500304","HI","Honolulu County--Tantalus to Waikiki",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500305","HI","Honolulu County--Nuuanu to Kalihi",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500306","HI","Honolulu County--Moanalua to Pearl City",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500307","HI","Honolulu County--Central Oahu",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1500308","HI","Honolulu County--Ewa",204349,88461,175696,90326,0.30211058365493,0.339543346039049,1865,0.0374327623841196
"1600200","ID","Kootenai County (Northwest)--Coeur dAlene, Post Falls & Hayden Cities",18851,39381,16264,44449,0.676277648028575,0.732116680117932,5068,0.0558390320893566
"1600701","ID","Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities",77137,97554,75677,93752,0.55843746958916,0.553340927468143,-3802,-0.00509654212101729
"1600702","ID","Ada County (Northeast)--Boise (North & West) & Garden City Cities",77137,97554,75677,93752,0.55843746958916,0.553340927468143,-3802,-0.00509654212101729
"1600800","ID","Ada County (South)--Boise (South) & Kuna Cities",77137,97554,75677,93752,0.55843746958916,0.553340927468143,-3802,-0.00509654212101729
"1601200","ID","Bonneville County--Idaho Falls City",9903,32276,8930,26699,0.765214917375945,0.749361475202784,-5577,-0.0158534421731611
"1700105","IL","Rock Island County",39157,24934,32298,26998,0.389040582921159,0.455308958445764,2064,0.0662683755246047
"1701104","IL","St. Clair County (Central & Northeast)",67285,50125,60756,53857,0.42692274933992,0.469903065097328,3732,0.0429803157574076
"1701105","IL","St. Clair County (Northwest, Southwest & Southeast)",67285,50125,60756,53857,0.42692274933992,0.469903065097328,3732,0.0429803157574076
"1701204","IL","Madison County (East)",58922,60608,50587,70490,0.507052622772526,0.582191497972365,9882,0.075138875199839
"1701205","IL","Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",58922,60608,50587,70490,0.507052622772526,0.582191497972365,9882,0.075138875199839
"1701300","IL","Sangamon County--Springfield City",42107,50225,40907,49944,0.543960923623446,0.54973528084446,-281,0.00577435722101383
"1701500","IL","Macon County--Decatur City",22780,25309,18343,26866,0.526294994697332,0.594262204428322,1557,0.0679672097309898
"1701701","IL","Peoria County--Peoria City",40209,36774,38060,35633,0.477689879583804,0.48353303570217,-1141,0.00584315611836561
"1701900","IL","Tazewell County",24438,35335,20685,38707,0.591153196259181,0.651720770474138,3372,0.0605675742149573
"1702000","IL","McLean County",31883,39947,36196,37237,0.556132535152443,0.507088093908733,-2710,-0.0490444412437102
"1702100","IL","Champaign County--Champaign & Urbana Cities",40831,35312,50137,33368,0.463758979814297,0.399592838752171,-1944,-0.0641661410621262
"1702300","IL","Kankakee County",21595,23136,18971,25129,0.517225190583712,0.569818594104308,1993,0.0525934035205968
"1702400","IL","LaSalle County",23073,23256,19543,26689,0.501975004856569,0.577284132202803,3433,0.075309127346234
"1702601","IL","DeKalb County",21207,18934,20466,19091,0.471687302259535,0.482620016684784,157,0.0109327144252488
"1702801","IL","Winnebago County (Southeast & West)--Rockford City",61732,55138,55713,55624,0.471789167451014,0.499600312564556,486,0.0278111451135423
"1703005","IL","Kane County (Southeast)--Aurora Township",90332,88335,103665,82734,0.494411391023524,0.443854312523136,-5601,-0.0505570785003884
"1703007","IL","Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships",90332,88335,103665,82734,0.494411391023524,0.443854312523136,-5601,-0.0505570785003884
"1703008","IL","Kane County (Northeast)--Elgin (North & Central) & Dundee Townships",90332,88335,103665,82734,0.494411391023524,0.443854312523136,-5601,-0.0505570785003884
"1703009","IL","Kane County (West)",90332,88335,103665,82734,0.494411391023524,0.443854312523136,-5601,-0.0505570785003884
"1703102","IL","Will County (West Central)--Joliet & Troy Townships",144229,128969,151927,132720,0.472071537858989,0.466261720657516,3751,-0.00580981720147256
"1703105","IL","Will County (Northwest Central)--Plainfield & Lockport Townships",144229,128969,151927,132720,0.472071537858989,0.466261720657516,3751,-0.00580981720147256
"1703106","IL","Will County (Northwest)--DuPage & Wheatland Townships",144229,128969,151927,132720,0.472071537858989,0.466261720657516,3751,-0.00580981720147256
